age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio
48,0,28.2,59814,697,14.5,6800,7828,0,0,0,0,5,22800,17.25,0.131,0.381,0.127
69,0,0.1,101498,699,8.0,1253,30218,0,0,0,0,0,31800,17.29,0.298,0.313,0.104
33,0,2.7,38545,613,10.0,860,14471,1,1,0,2,0,27400,13.28,0.375,0.711,0.237
37,1,9.9,16628,673,9.2,533,5661,0,0,0,1,5,9700,10.09,0.34,0.583,0.194
37,0,6.5,15000,628,11.9,6656,3538,0,1,0,0,2,6000,20.9,0.236,0.4,0.133
35,0,9.2,60909,670,2.2,631,15677,0,0,0,2,5,22800,12.78,0.257,0.374,0.125
46,1,13.9,36177,701,20.1,146,5072,0,0,0,2,5,69900,9.85,0.14,1.932,0.644
38,1,1.5,112468,726,7.7,902,66243,0,1,0,0,4,46800,16.46,0.589,0.416,0.139
49,0,19.8,69395,725,11.9,1380,9905,0,0,0,0,5,70000,16.21,0.143,1.009,0.336
27,1,4.5,131919,627,4.6,6270,17122,0,1,0,0,4,32900,19.68,0.13,0.249,0.083
23,0,2.6,17013,675,1.0,383,3212,0,0,0,1,4,9600,9.15,0.189,0.564,0.188
51,0,22.7,28435,650,20.3,17740,11931,0,1,0,0,3,34800,17.25,0.42,1.224,0.408
34,0,9.3,36095,715,13.9,1853,18421,0,0,0,0,2,29900,17.22,0.51,0.828,0.276
35,0,5.8,112766,752,8.0,1425,43736,0,0,0,2,4,88600,8.49,0.388,0.786,0.262
46,0,6.3,24524,700,17.8,60,18124,0,0,0,0,1,30800,17.25,0.739,1.256,0.419
48,0,11.1,30107,622,16.5,2570,6229,0,0,0,2,0,12500,14.8,0.207,0.415,0.138
28,0,3.3,42664,637,2.3,106,12458,0,1,0,2,3,13500,13.02,0.292,0.316,0.105
49,0,7.1,73669,663,25.6,60648,32329,0,0,0,1,4,50000,9.36,0.439,0.679,0.226
18,0,0.0,20858,721,1.9,221,7907,0,0,0,0,1,28100,16.85,0.379,1.347,0.449
26,0,5.9,39285,616,0.6,26,13177,0,0,0,2,2,12000,13.74,0.335,0.305,0.102
22,0,4.0,27636,596,1.0,421,4611,0,1,1,1,5,15000,14.44,0.167,0.543,0.181
35,0,0.7,29314,794,7.2,978,328,0,0,0,1,3,16600,7.09,0.011,0.566,0.189
29,1,1.2,27154,558,8.0,92,14400,0,1,0,1,0,17200,14.32,0.53,0.633,0.211
26,0,1.3,28425,633,4.1,480,8260,0,1,0,0,4,12400,20.26,0.291,0.436,0.145
25,1,1.9,74134,675,6.1,791,51464,0,0,0,2,0,20600,11.26,0.694,0.278,0.093
18,0,0.0,31251,577,1.0,15,7117,0,2,0,1,0,11000,14.35,0.228,0.352,0.117
31,0,7.3,60511,668,11.8,1249,17170,0,1,0,0,3,21400,17.48,0.284,0.354,0.118
36,0,7.3,41365,546,15.6,949,18190,0,0,0,0,0,51200,21.4,0.44,1.238,0.413
48,0,9.8,60946,665,16.9,15308,8173,0,0,0,0,0,64100,17.41,0.134,1.052,0.351
18,1,1.0,32460,612,1.1,28,12010,0,2,0,0,0,26700,19.96,0.37,0.823,0.274
18,0,0.0,56493,792,0.9,36,10535,0,0,0,0,0,28300,14.34,0.186,0.501,0.167
49,0,1.0,73665,733,19.0,904,4618,0,1,0,1,1,17300,9.29,0.063,0.235,0.078
40,0,5.6,80274,850,2.0,437,40669,0,0,0,1,4,44000,7.96,0.507,0.548,0.183
37,2,0.4,18492,662,6.8,1302,1275,0,0,1,2,0,5400,12.34,0.069,0.292,0.097
36,0,18.0,47220,711,12.5,2235,16157,0,0,0,0,3,14400,15.59,0.342,0.305,0.102
44,1,5.6,132957,727,8.7,3560,38303,0,0,0,2,0,3700,9.62,0.288,0.028,0.009
23,0,1.6,53626,583,1.6,15,13487,0,3,0,0,2,47400,21.78,0.252,0.884,0.295
44,0,8.9,101113,781,4.1,3473,30222,0,0,0,2,4,100000,8.12,0.299,0.989,0.33
18,2,0.7,34407,635,1.6,262,23242,0,2,0,0,2,3400,19.33,0.676,0.099,0.033
49,1,11.6,47261,648,29.4,851,19011,0,0,0,0,0,20000,20.96,0.402,0.423,0.141
25,0,4.7,94398,603,3.2,1006,33522,0,0,0,0,1,70000,20.64,0.355,0.742,0.247
29,2,1.0,15000,676,2.2,11,3641,0,0,0,0,5,1500,18.84,0.243,0.1,0.033
52,0,7.2,42884,643,24.1,859,3970,0,0,0,1,0,24400,11.94,0.093,0.569,0.19
42,0,16.1,128456,702,11.0,3085,49493,0,0,0,1,2,41800,7.56,0.385,0.325,0.108
36,0,13.8,24058,544,12.7,1387,1956,0,2,0,2,5,35700,15.22,0.081,1.484,0.495
42,0,6.3,133041,657,10.8,2550,21327,0,0,0,0,2,70000,18.03,0.16,0.526,0.175
54,1,13.9,163026,601,26.0,12999,20704,0,2,1,2,4,18500,13.42,0.127,0.113,0.038
37,0,6.7,35533,605,18.1,10910,14937,0,0,0,1,5,10000,11.11,0.42,0.281,0.094
18,0,0.0,25965,688,2.0,42,5419,0,0,0,1,4,6700,9.23,0.209,0.258,0.086
40,1,9.5,56730,678,21.2,2911,20848,0,0,0,2,0,5400,11.07,0.367,0.095,0.032
30,0,10.1,70808,573,1.1,12,15631,0,0,0,2,3,78000,16.16,0.221,1.102,0.367
47,0,6.2,69787,788,8.6,71,6293,0,0,0,0,5,16100,15.97,0.09,0.231,0.077
33,0,14.9,21825,749,13.9,9565,6278,1,4,0,0,4,27000,17.01,0.288,1.237,0.412
34,1,1.2,68964,706,12.6,1854,25452,0,1,0,0,1,2100,16.76,0.369,0.03,0.01
39,0,18.5,23730,665,3.3,48,4427,0,0,0,0,5,29800,17.17,0.187,1.256,0.419
20,2,0.8,15000,527,1.0,28,3724,0,1,0,2,2,17100,15.97,0.248,1.14,0.38
30,0,6.0,15981,607,10.7,484,5508,0,1,0,2,0,24700,13.15,0.345,1.546,0.515
30,0,11.1,27654,626,4.1,756,12847,0,0,0,0,0,17200,20.03,0.465,0.622,0.207
28,0,2.6,44236,714,3.9,232,4510,0,0,0,1,3,7300,8.01,0.102,0.165,0.055
18,0,0.0,28576,521,0.3,23,7756,0,1,0,1,5,20600,13.88,0.271,0.721,0.24
32,2,1.8,46976,669,6.6,4485,14997,0,1,0,2,3,16600,11.15,0.319,0.353,0.118
41,0,1.7,92679,651,15.8,6928,33214,0,0,0,2,0,62300,11.89,0.358,0.672,0.224
41,0,6.6,22611,751,5.6,1019,4456,0,0,0,0,2,14500,14.68,0.197,0.641,0.214
35,0,2.5,84626,747,16.8,5216,2789,0,0,0,2,2,65700,11.47,0.033,0.776,0.259
36,1,13.5,45304,622,3.4,45,515,0,0,0,0,0,61400,19.14,0.011,1.355,0.452
25,0,6.1,29443,701,1.6,16,3851,0,0,0,2,0,41100,11.05,0.131,1.396,0.465
40,0,5.8,51566,750,12.7,7680,13390,0,0,0,0,4,24200,15.35,0.26,0.469,0.156
38,1,4.5,108412,711,1.2,465,48121,0,0,0,0,3,70000,16.84,0.444,0.646,0.215
59,0,24.6,56476,759,22.4,352,13682,0,0,0,2,4,36800,9.41,0.242,0.652,0.217
37,1,12.8,37109,596,13.7,5055,9275,0,2,0,2,1,32300,15.99,0.25,0.87,0.29
18,0,0.0,62922,593,0.6,57,38735,0,0,0,2,2,1300,15.06,0.616,0.021,0.007
59,1,24.2,59301,738,26.2,20451,13885,1,2,0,2,4,19400,9.93,0.234,0.327,0.109
37,2,0.1,24253,705,4.7,2070,6764,0,0,0,2,2,35700,9.81,0.279,1.472,0.491
36,0,11.6,55722,558,4.2,3240,12427,0,2,0,1,5,35100,13.67,0.223,0.63,0.21
35,0,15.0,86672,551,0.2,45,25637,0,0,3,1,5,28900,14.32,0.296,0.333,0.111
18,2,0.2,23426,654,0.8,51,10082,0,0,0,2,2,16700,12.43,0.43,0.713,0.238
46,1,10.6,51618,601,11.1,16505,21051,0,0,0,2,4,87800,14.07,0.408,1.701,0.567
39,0,19.8,56335,578,16.6,606,35241,1,0,0,2,5,57800,15.92,0.626,1.026,0.342
26,2,0.1,18808,474,1.2,7,5427,0,0,0,2,2,31200,16.12,0.289,1.659,0.553
38,0,14.9,40849,706,17.7,12494,1579,0,0,0,2,5,73900,9.54,0.039,1.809,0.603
49,0,20.9,45642,725,8.9,236,7397,0,0,0,2,4,32400,9.68,0.162,0.71,0.237
18,0,0.0,38899,602,1.0,7,17089,0,2,0,0,2,37900,20.47,0.439,0.974,0.325
33,2,0.9,49315,707,4.2,986,16431,0,0,0,2,4,45800,10.92,0.333,0.929,0.31
43,0,2.3,126951,650,15.2,4458,79506,0,0,0,1,4,48900,10.85,0.626,0.385,0.128
47,0,12.3,67916,765,1.2,101,10544,0,0,1,0,3,68800,14.72,0.155,1.013,0.338
28,2,1.9,30747,575,5.0,62,1331,1,1,0,1,2,22200,13.24,0.043,0.722,0.241
41,1,11.5,95618,732,9.1,3455,35008,0,0,0,1,5,50000,7.89,0.366,0.523,0.174
37,0,17.9,84120,657,16.6,2317,36155,0,0,0,2,5,45500,12.73,0.43,0.541,0.18
47,0,22.9,37256,677,12.7,1793,17910,0,1,0,2,4,3100,12.25,0.481,0.083,0.028
18,0,0.0,25843,670,1.9,609,3974,0,0,0,0,2,28700,18.43,0.154,1.111,0.37
32,0,11.0,15000,702,8.9,547,5137,0,0,1,2,5,5300,10.1,0.342,0.353,0.118
25,0,5.8,25170,601,4.8,89,1487,0,0,0,2,5,49900,13.53,0.059,1.983,0.661
26,0,5.9,52267,651,6.3,248,20432,0,1,0,0,0,32000,17.22,0.391,0.612,0.204
28,1,5.1,89825,681,3.6,7179,24639,0,0,0,2,3,100000,12.13,0.274,1.113,0.371
21,0,1.0,37926,586,2.6,139,15421,0,2,0,0,0,8400,22.64,0.407,0.221,0.074
48,2,0.3,39810,600,17.5,1965,12296,0,1,0,1,4,32500,11.23,0.309,0.816,0.272
37,2,0.4,84044,561,16.5,2697,6226,0,0,0,0,4,8400,21.11,0.074,0.1,0.033
44,0,6.4,66838,649,18.8,824,10396,0,0,0,0,0,70000,20.61,0.156,1.047,0.349
61,0,17.6,107804,710,4.8,2225,34336,0,0,0,0,3,11000,16.74,0.319,0.102,0.034
47,0,4.1,112954,668,3.8,2000,10781,0,0,0,2,2,100000,11.51,0.095,0.885,0.295
44,0,12.4,64217,597,19.2,3263,7419,0,0,1,0,0,54200,22.28,0.116,0.844,0.281
49,0,27.0,132791,604,0.3,70,33467,0,1,0,1,3,16600,11.23,0.252,0.125,0.042
18,0,0.0,23771,582,0.5,13,9989,0,3,0,2,0,25400,16.94,0.42,1.069,0.356
28,0,5.2,39726,561,8.4,956,8193,0,1,0,0,5,40700,21.2,0.206,1.025,0.342
43,0,13.1,32837,662,5.3,267,3640,0,0,0,2,2,26300,12.36,0.111,0.801,0.267
41,0,2.8,66840,675,0.7,147,14177,0,0,0,0,5,47800,18.47,0.212,0.715,0.238
36,0,9.8,148864,670,13.0,276,53802,0,0,0,0,5,70000,17.66,0.361,0.47,0.157
42,1,13.4,123900,631,16.0,2146,39823,0,0,0,2,2,50700,13.76,0.321,0.409,0.136
49,0,30.8,100154,771,14.0,770,24062,0,0,0,2,0,56100,9.13,0.24,0.56,0.187
49,1,8.3,27141,687,12.2,303,3172,0,3,0,2,3,49000,12.8,0.117,1.805,0.602
40,0,13.9,73229,520,17.1,10511,10781,1,0,2,2,2,100000,16.2,0.147,1.366,0.455
42,2,0.6,41245,732,5.8,113,7545,0,0,0,2,4,68300,10.5,0.183,1.656,0.552
40,2,0.5,15000,676,0.0,0,5447,0,0,0,1,2,5000,10.09,0.363,0.333,0.111
18,2,0.0,15212,587,1.4,4,3614,0,0,0,1,3,5700,14.75,0.238,0.375,0.125
34,0,11.4,49390,654,14.0,1426,17546,0,1,0,0,0,57900,18.3,0.355,1.172,0.391
46,0,3.4,45718,626,15.2,1359,4902,0,0,0,2,3,7800,14.37,0.107,0.171,0.057
41,2,1.2,17772,699,8.1,130,4096,0,0,0,0,3,1800,17.74,0.23,0.101,0.034
29,0,5.4,60419,616,8.3,557,30024,0,0,0,0,4,16800,19.97,0.497,0.278,0.093
35,0,10.4,84620,651,4.7,23220,10288,0,0,0,1,5,50000,9.49,0.122,0.591,0.197
36,0,1.7,25163,607,6.3,808,2873,0,2,0,2,3,16200,14.66,0.114,0.644,0.215
35,1,1.1,94399,702,4.5,739,11897,0,1,1,2,2,24200,9.97,0.126,0.256,0.085
41,0,10.4,95994,689,6.3,42192,35885,0,0,0,2,5,11500,11.48,0.374,0.12,0.04
28,0,8.4,25116,646,8.2,302,9028,0,1,0,0,4,18900,20.04,0.359,0.753,0.251
38,2,1.9,15000,570,0.0,0,3837,0,1,0,0,5,1500,22.95,0.256,0.1,0.033
40,0,6.1,34159,642,5.9,366,13338,0,0,0,0,2,23600,20.79,0.39,0.691,0.23
29,0,8.8,65439,644,10.5,98,20883,0,1,0,2,5,69600,13.93,0.319,1.064,0.355
32,2,1.8,53638,629,5.1,3192,6389,0,0,1,0,3,5400,20.56,0.119,0.101,0.034
36,0,1.5,55239,682,15.7,3857,16261,0,0,0,0,5,64700,18.37,0.294,1.171,0.39
18,2,1.7,17274,537,1.3,104,4801,0,0,1,2,5,5600,16.35,0.278,0.324,0.108
37,1,11.6,37658,639,10.3,4900,16351,0,1,0,0,2,11700,19.41,0.434,0.311,0.104
23,1,1.0,46260,604,3.5,131,26308,0,2,0,0,4,45900,19.06,0.569,0.992,0.331
37,0,16.5,39354,679,15.4,1723,3952,0,0,0,1,4,14300,9.67,0.1,0.363,0.121
31,1,4.2,97887,568,3.6,129,66513,0,1,0,0,5,30600,22.29,0.679,0.313,0.104
37,1,12.4,91399,607,16.4,21620,36974,0,0,0,1,5,28300,12.49,0.405,0.31,0.103
41,0,4.5,43499,767,14.7,1285,10285,0,0,0,2,5,11900,9.33,0.236,0.274,0.091
36,0,9.7,78583,563,10.8,55134,11325,0,2,0,2,4,47100,15.96,0.144,0.599,0.2
45,0,15.5,35823,633,14.0,4346,5292,0,1,0,2,1,45200,14.74,0.148,1.262,0.421
41,0,17.7,56378,562,7.0,460,16168,0,0,0,2,3,61400,16.86,0.287,1.089,0.363
34,0,11.4,26824,707,11.0,2987,10932,0,0,0,2,2,40500,11.06,0.408,1.51,0.503
18,0,0.0,30014,486,1.1,2512,3872,0,0,0,1,1,25900,14.48,0.129,0.863,0.288
29,1,2.0,54824,660,9.1,891,27865,0,0,0,0,4,39500,18.61,0.508,0.72,0.24
28,0,7.2,15000,585,9.5,330,8301,0,0,1,0,0,4200,21.29,0.553,0.28,0.093
63,0,17.6,74456,726,20.3,15322,14859,0,0,0,2,1,100000,9.85,0.2,1.343,0.448
44,2,0.3,15000,713,13.5,938,1721,0,0,0,0,4,1500,15.71,0.115,0.1,0.033
28,0,2.8,57615,605,5.2,68,9159,0,2,1,0,5,69400,19.92,0.159,1.205,0.402
37,0,6.9,47200,707,1.9,662,16476,0,0,0,2,2,88000,9.92,0.349,1.864,0.621
35,2,1.7,95240,607,5.5,501,24454,0,1,0,2,5,5600,14.91,0.257,0.059,0.02
29,0,8.1,28214,708,8.8,115,2863,0,0,0,1,5,19000,7.63,0.101,0.673,0.224
18,2,1.3,26013,564,0.7,104,6167,1,0,0,0,5,2600,22.18,0.237,0.1,0.033
26,1,3.4,68533,611,1.1,746,7040,0,1,0,0,4,34600,20.68,0.103,0.505,0.168
18,0,0.0,25277,663,0.7,33,6884,0,0,0,0,3,7200,18.19,0.272,0.285,0.095
38,0,5.9,70421,613,14.6,20716,7135,0,0,0,2,2,11900,13.04,0.101,0.169,0.056
20,1,1.0,55285,629,1.5,17,31453,0,1,0,1,5,27800,11.69,0.569,0.503,0.168
48,1,14.1,102727,670,19.2,34907,15403,0,0,0,0,4,70000,17.42,0.15,0.681,0.227
39,0,14.2,80484,738,20.4,7811,35742,0,0,0,1,4,38300,8.77,0.444,0.476,0.159
19,0,0.9,28948,668,2.0,231,2797,0,0,0,2,5,14400,12.31,0.097,0.497,0.166
30,0,4.9,15000,546,7.8,453,4765,0,1,0,2,0,6400,16.61,0.318,0.427,0.142
29,0,7.9,34049,701,6.2,1368,4615,0,0,0,2,5,39600,10.07,0.136,1.163,0.388
34,0,8.0,42391,527,2.4,500,25265,1,0,0,1,0,21500,14.37,0.596,0.507,0.169
35,2,0.8,15000,652,9.1,32,7302,0,0,0,0,4,1500,18.23,0.487,0.1,0.033
37,0,15.4,17089,708,3.0,403,4078,0,0,0,0,0,19900,16.43,0.239,1.164,0.388
47,0,16.1,76896,707,19.9,2772,25929,0,0,0,2,1,100000,10.1,0.337,1.3,0.433
31,0,10.3,46099,595,4.4,137,12775,0,0,0,0,2,54300,22.72,0.277,1.178,0.393
24,0,4.8,45174,641,4.3,608,8284,0,0,0,1,3,7900,11.74,0.183,0.175,0.058
19,0,0.4,19813,530,1.4,133,2044,0,1,1,1,5,13800,14.07,0.103,0.697,0.232
52,1,11.2,50200,648,25.5,2668,6942,0,1,0,2,4,40500,13.14,0.138,0.807,0.269
47,0,9.6,39635,594,5.4,32,10709,1,3,0,0,2,11100,22.53,0.27,0.28,0.093
45,0,17.2,36877,763,15.3,266,3661,0,0,0,2,5,29200,9.21,0.099,0.792,0.264
18,1,1.0,70948,562,1.4,110,14806,0,1,0,1,3,19600,14.55,0.209,0.276,0.092
28,0,5.4,15000,684,6.8,1271,3471,0,0,0,1,3,8200,9.39,0.231,0.547,0.182
35,0,16.6,88875,757,6.2,767,13444,0,0,0,2,5,100000,9.26,0.151,1.125,0.375
37,1,12.8,79085,652,2.5,314,17793,0,0,0,0,3,20300,18.65,0.225,0.257,0.086
18,1,1.0,101980,658,1.3,76,44716,0,0,0,1,3,42800,9.65,0.438,0.42,0.14
33,0,10.0,28981,630,6.2,111,6229,0,0,0,0,3,9400,19.73,0.215,0.324,0.108
56,1,9.2,50499,639,1.9,211,5457,0,1,0,0,0,50000,20.81,0.108,0.99,0.33
27,1,4.9,64747,593,5.9,4997,30250,0,1,0,2,5,59800,15.67,0.467,0.924,0.308
18,0,0.0,15000,584,1.0,6,3533,0,2,0,2,4,11500,16.29,0.236,0.767,0.256
26,1,2.9,89155,611,5.7,836,14023,0,0,0,1,4,23700,12.11,0.157,0.266,0.089
39,2,1.9,21680,721,1.3,48,8131,0,0,0,0,0,2200,15.51,0.375,0.101,0.034
27,2,0.3,15000,781,4.3,517,2401,0,0,0,2,0,22000,8.98,0.16,1.467,0.489
39,2,1.0,36233,661,0.3,20,7937,0,0,0,0,2,3600,17.24,0.219,0.099,0.033
27,2,0.8,15000,614,1.8,39,946,0,1,0,0,3,1500,20.53,0.063,0.1,0.033
38,0,5.4,38381,768,5.6,171,18512,0,0,0,2,4,42900,9.9,0.482,1.118,0.373
52,0,13.2,38559,698,24.4,556,20626,0,0,0,0,2,3200,17.84,0.535,0.083,0.028
41,0,9.8,53149,639,6.2,2533,21846,0,1,0,0,0,42100,20.05,0.411,0.792,0.264
27,0,2.5,45117,651,0.0,0,14615,0,0,0,1,0,13700,10.57,0.324,0.304,0.101
40,0,13.8,34758,721,20.6,6418,9778,0,0,0,0,0,1200,16.91,0.281,0.035,0.012
22,0,1.3,36196,698,0.9,34,19333,0,0,0,0,2,23500,18.64,0.534,0.649,0.216
19,2,0.4,28178,643,0.4,28,6333,0,0,0,0,3,2800,20.04,0.225,0.099,0.033
57,0,11.9,58866,702,30.0,4698,15488,0,0,0,2,3,50400,11.46,0.263,0.856,0.285
34,2,2.0,52088,680,7.3,41,2219,0,0,0,0,5,5200,18.85,0.043,0.1,0.033
39,0,12.7,32868,634,11.7,1875,11104,0,0,1,1,2,28400,12.42,0.338,0.864,0.288
39,1,15.4,44726,567,3.6,154,5085,0,1,0,2,2,68400,15.49,0.114,1.529,0.51
19,0,0.7,33928,649,0.4,9,11298,0,0,0,0,3,40000,19.69,0.333,1.179,0.393
36,1,10.9,48347,618,0.1,13,24980,0,0,1,0,3,13500,19.14,0.517,0.279,0.093
43,0,9.5,103292,573,22.4,22642,8189,0,1,1,1,3,41700,13.37,0.079,0.404,0.135
33,1,4.7,121978,602,10.0,474,22410,0,0,0,1,5,50000,12.93,0.184,0.41,0.137
26,1,3.4,138086,604,2.1,136,56588,0,0,0,0,1,21500,19.52,0.41,0.156,0.052
36,0,5.3,94888,655,8.7,4042,43648,0,0,0,2,3,49800,12.24,0.46,0.525,0.175
41,0,11.7,89793,669,16.2,2813,19062,0,0,0,0,2,59500,17.76,0.212,0.663,0.221
26,2,0.1,15000,579,3.9,28,7025,1,0,2,0,1,1500,22.55,0.468,0.1,0.033
40,0,21.6,40072,608,9.0,109,11443,0,1,0,0,5,21500,19.54,0.286,0.537,0.179
49,0,24.2,95440,746,3.3,1111,19789,0,0,0,0,2,42200,16.22,0.207,0.442,0.147
39,1,1.1,63548,711,11.4,1831,22303,0,2,0,2,0,70600,10.62,0.351,1.111,0.37
40,0,10.9,48055,720,10.3,349,4925,0,0,0,2,3,73400,9.6,0.102,1.527,0.509
35,0,12.6,21940,686,10.9,327,3711,0,0,0,2,5,28600,12.34,0.169,1.304,0.435
20,0,1.7,47855,472,1.0,88,29041,0,1,1,0,1,20800,21.02,0.607,0.435,0.145
51,1,26.0,24186,634,29.4,17294,7730,0,0,0,2,2,23200,14.94,0.32,0.959,0.32
70,1,11.4,35967,753,20.9,2884,20328,0,0,0,2,5,62400,8.02,0.565,1.735,0.578
18,0,0.0,42665,546,0.7,168,2357,0,1,0,0,5,53200,22.79,0.055,1.247,0.416
57,0,38.9,86811,698,28.2,33991,12336,0,0,0,0,3,70000,18.61,0.142,0.806,0.269
31,1,2.5,42268,748,2.6,149,26864,0,0,0,1,2,13000,8.99,0.636,0.308,0.103
51,0,21.5,48205,615,25.1,13375,2550,0,1,0,1,4,23400,12.5,0.053,0.485,0.162
47,0,8.1,34314,687,23.2,17115,873,0,0,0,0,4,20200,17.52,0.025,0.589,0.196
48,0,10.7,96255,641,13.2,5368,1689,0,1,1,2,3,23800,14.72,0.018,0.247,0.082
21,0,1.3,29463,595,1.5,182,6150,0,1,0,2,4,25600,16.54,0.209,0.869,0.29
52,1,11.7,38752,650,12.0,1837,3156,0,0,0,0,0,30600,18.21,0.081,0.79,0.263
18,1,1.0,98564,666,1.2,622,18558,0,0,0,0,3,70000,18.3,0.188,0.71,0.237
26,0,3.8,39236,521,6.6,67,3763,0,0,1,0,0,12700,21.67,0.096,0.324,0.108
18,2,0.5,15000,673,0.6,38,2992,0,0,0,1,4,5700,9.34,0.199,0.38,0.127
50,1,17.8,95950,850,3.4,334,40091,0,0,1,2,0,74200,8.51,0.418,0.773,0.258
30,0,1.4,56950,654,6.9,1826,13659,0,0,0,0,2,67300,18.77,0.24,1.182,0.394
41,1,8.6,44616,640,4.1,1153,23404,0,1,0,1,5,37100,11.82,0.525,0.832,0.277
22,1,1.0,52556,651,0.2,50,24798,0,0,0,2,5,88300,12.38,0.472,1.68,0.56
29,0,5.4,19430,693,3.0,818,2753,0,0,0,2,3,3300,11.36,0.142,0.17,0.057
25,0,1.4,22414,696,4.3,1221,863,0,0,0,1,0,7200,10.7,0.039,0.321,0.107
50,0,14.2,74864,757,15.9,26660,24301,0,0,0,2,1,68500,8.8,0.325,0.915,0.305
62,2,0.3,18112,640,13.1,113,5609,0,0,0,2,5,22000,14.18,0.31,1.215,0.405
36,0,4.9,40713,529,6.1,212,22260,0,2,1,2,2,43800,16.72,0.547,1.076,0.359
24,0,1.2,19862,745,4.2,417,4728,0,0,1,0,2,14700,17.41,0.238,0.74,0.247
18,0,0.0,15000,547,1.4,35,3296,1,2,0,1,5,5800,13.61,0.22,0.387,0.129
55,0,19.2,48080,735,6.8,1032,9384,0,0,0,0,2,45700,17.29,0.195,0.95,0.317
37,0,13.6,55968,763,13.3,4820,20733,0,0,0,1,3,19300,6.17,0.37,0.345,0.115
18,1,1.0,88709,639,0.6,150,22250,0,3,0,1,4,13400,11.14,0.251,0.151,0.05
48,2,1.0,27397,604,12.6,910,13264,0,0,0,2,2,14600,14.64,0.484,0.533,0.178
34,1,3.9,44987,537,5.0,1742,11122,1,0,0,0,5,58000,21.19,0.247,1.289,0.43
39,0,17.8,67527,667,9.1,1025,36755,0,0,0,2,3,56300,11.35,0.544,0.834,0.278
26,1,1.2,46652,784,6.6,1825,5043,0,0,0,2,4,21600,9.96,0.108,0.463,0.154
55,1,28.0,38871,652,10.7,3755,6389,0,0,0,0,0,27500,18.96,0.164,0.707,0.236
32,0,12.1,29417,553,7.8,843,6705,1,1,0,2,2,13100,15.3,0.228,0.445,0.148
51,0,32.9,49982,649,27.0,2340,14512,0,0,0,2,4,85900,13.62,0.29,1.719,0.573
37,0,15.9,30568,633,12.9,532,5429,0,1,0,0,4,35500,19.82,0.178,1.161,0.387
28,2,0.6,55212,665,7.2,36,2396,0,0,0,0,1,5500,18.59,0.043,0.1,0.033
18,0,0.0,24039,548,2.0,170,5325,0,0,0,0,5,13000,22.3,0.222,0.541,0.18
29,0,4.1,32939,639,8.0,171,2547,0,0,0,0,5,34500,19.64,0.077,1.047,0.349
26,0,4.8,45458,683,2.2,260,7497,0,0,0,1,4,27400,10.61,0.165,0.603,0.201
25,0,4.1,24477,657,3.6,280,9535,0,0,0,0,5,34300,18.03,0.39,1.401,0.467
39,1,12.0,66896,658,14.4,1060,22223,0,1,0,2,3,97200,11.13,0.332,1.453,0.484
30,0,9.4,48147,601,10.3,1177,36592,0,0,0,0,2,20900,20.17,0.76,0.434,0.145
33,0,13.9,82556,692,5.0,968,24860,0,0,0,1,0,50000,9.72,0.301,0.606,0.202
23,0,1.1,40671,604,2.7,559,2612,0,0,0,2,5,4500,14.91,0.064,0.111,0.037
27,0,0.3,59805,548,8.6,208,15275,1,3,0,2,0,20900,16.98,0.255,0.349,0.116
39,0,0.4,83899,560,2.7,418,3421,0,1,0,0,2,70000,21.38,0.041,0.834,0.278
40,0,10.7,84022,642,7.7,6145,19247,0,3,0,0,5,70000,20.58,0.229,0.833,0.278
18,0,0.0,26215,529,1.2,77,12714,0,0,0,0,5,31400,21.17,0.485,1.198,0.399
27,0,8.9,28674,540,7.5,164,1471,0,1,0,2,2,14400,16.5,0.051,0.502,0.167
57,2,0.3,31051,602,18.9,10368,3046,0,0,0,0,5,3100,19.85,0.098,0.1,0.033
37,0,0.4,37911,561,9.0,705,20022,0,0,0,2,0,49900,16.91,0.528,1.316,0.439
42,0,23.4,23904,672,3.1,747,9227,1,4,0,2,4,31700,12.36,0.386,1.326,0.442
23,0,3.5,44056,639,2.0,306,8236,0,0,0,2,0,65800,14.14,0.187,1.494,0.498
36,1,5.2,57808,672,2.2,330,5505,0,1,0,1,5,22400,9.25,0.095,0.387,0.129
21,0,0.0,15000,546,0.2,1,1666,0,1,1,0,4,15200,21.02,0.111,1.013,0.338
36,0,0.8,25678,635,3.6,797,1556,0,1,0,1,0,11100,11.0,0.061,0.432,0.144
30,0,2.8,15000,617,2.9,26,4362,0,1,0,2,0,13600,13.94,0.291,0.907,0.302
40,1,13.4,49963,652,21.4,4290,27780,0,0,0,1,4,18200,9.68,0.556,0.364,0.121
18,0,0.0,21694,692,1.5,131,7022,0,1,0,2,4,2600,11.68,0.324,0.12,0.04
40,0,21.9,19681,592,17.7,685,11703,0,1,0,2,2,23100,15.79,0.595,1.174,0.391
41,0,7.9,25875,636,12.0,5325,1983,0,1,0,2,1,3400,13.67,0.077,0.131,0.044
49,0,1.4,89988,741,1.1,8089,9293,0,0,1,2,5,100000,9.71,0.103,1.111,0.37
27,1,3.9,126673,536,1.9,74,9617,0,0,0,2,2,100000,16.33,0.076,0.789,0.263
